bodyPart,equipment,gifUrl,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
back,band,https://v2.exercisedb.io/image/tToiFlCsLyrHUn,0988,band one arm standing low row,upper back,biceps,shoulders,Attach the band to a stable anchor point at waist height.,Stand facing the anchor point with your feet shoulder-width apart.,"Hold the band with one hand, palm facing inward, and step back to create tension in the band.","Bend your knees slightly and hinge forward at the hips, keeping your back straight.","Pull the band towards your waist, squeezing your shoulder blades together.","Pause for a moment at the top of the movement, then slowly release the band back to the starting position.",,"Repeat for the desired number of repetitions, then switch sides.",,,,,,,
chest,band,https://v2.exercisedb.io/image/DTf-uZqoHjtf1-,0989,band one arm twisting chest press,pectorals,shoulders,triceps,Attach the band to a sturdy anchor point at chest height.,Stand with your side facing the anchor point and grab the band with one hand.,Step away from the anchor point to create tension in the band.,Position your feet shoulder-width apart and slightly bend your knees.,"Bring your hand holding the band across your body, towards the opposite shoulder.","While maintaining tension in the band, push your hand forward and away from your body, extending your arm.",,Slowly return to the starting position and repeat for the desired number of repetitions.,Switch sides and repeat the exercise with the other hand.,,,,,,
back,band,https://v2.exercisedb.io/image/2nRcOE7GfIEp8i,0990,band one arm twisting seated row,upper back,biceps,shoulders,Sit on a bench or chair with your feet flat on the ground and your back straight.,Hold the band with one hand and extend your arm fully in front of you.,"Keeping your back straight, pull the band towards your body by bending your elbow and squeezing your shoulder blades together.","At the same time, twist your torso towards the side of the pulling arm.","Pause for a moment at the top, then slowly release the tension in the band and return to the starting position.","Repeat for the desired number of repetitions, then switch to the other arm.",,,,,,,,,
upper legs,band,https://v2.exercisedb.io/image/6T-OLH3UheXIkr,0991,band pull through,glutes,hamstrings,lower back,Attach a resistance band to a sturdy anchor point at ground level.,Stand facing away from the anchor point with your feet shoulder-width apart.,"Step forward to create tension in the band, keeping your knees slightly bent.","Hinge at the hips and push your glutes back, maintaining a slight bend in your knees.","Lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings.",Drive your hips forward and squeeze your glutes to return to the starting position.,,Repeat for the desired number of repetitions.,,,,,,,
waist,band,https://v2.exercisedb.io/image/laNCbGnyNwVNGe,0992,band push sit-up,abs,shoulders,chest,Attach the band securely to a stable anchor point.,Lie flat on your back with your knees bent and feet flat on the ground.,Hold the band with both hands and extend your arms straight up towards the ceiling.,"Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle.","Pause for a moment at the top, then slowly lower your upper body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
shoulders,band,https://v2.exercisedb.io/image/1Tsu9UbqOeYcwr,0993,band reverse fly,delts,upper back,trapezius,Attach the band to a stationary object at chest height.,Stand with your feet shoulder-width apart and hold the band with both hands in front of you.,Keep your arms straight and lift them out to the sides until they are parallel to the ground.,Squeeze your shoulder blades together at the top of the movement.,Slowly lower your arms back to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,
lower arms,band,https://v2.exercisedb.io/image/sP6B0BzyAwnsyC,0994,band reverse wrist curl,forearms,forearms,,Sit on a bench or chair with your feet flat on the ground.,"Hold the band with an overhand grip, palms facing down, and wrap it around your fingers.","Rest your forearms on your thighs, with your wrists hanging off the edge.","Slowly curl your wrists upward, squeezing your forearms.","Pause for a moment at the top, then slowly lower your wrists back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
upper legs,band,https://v2.exercisedb.io/image/lC5PrlCnred180,0996,band seated hip internal rotation,glutes,hamstrings,quadriceps,Sit on a chair or bench with your back straight and feet flat on the ground.,"Place a resistance band around your thighs, just above your knees.",Keep your knees bent at a 90-degree angle and your feet shoulder-width apart.,"Engage your glutes and slowly rotate your knees outward, pushing against the resistance of the band.","Pause for a moment at the end of the movement, then slowly return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
waist,band,https://v2.exercisedb.io/image/xXUUFZnjEZpSto,1011,band seated twist,abs,obliques,,Sit on the ground with your legs extended in front of you and your back straight.,Wrap the band around your waist and hold the ends with both hands.,"Engage your abs and slowly twist your torso to one side, keeping your back straight and your feet on the ground.","Pause for a moment at the end of the twist, then slowly return to the starting position.",Repeat the twist to the other side.,Continue alternating sides for the desired number of repetitions.,,,,,,,,,
shoulders,band,https://v2.exercisedb.io/image/t9gbH8wqasEmb0,0997,band shoulder press,delts,triceps,upper back,Stand with your feet shoulder-width apart and place the band under your feet.,"Hold the band with your palms facing forward and raise your hands to shoulder height, elbows bent.","Press the band overhead, fully extending your arms.","Pause for a moment at the top, then slowly lower the band back to shoulder height.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,band,https://v2.exercisedb.io/image/IQa5iTUWR-3zHW,1018,band shrug,traps,shoulders,,"Stand with your feet shoulder-width apart and place the band under your feet, holding the ends with your hands.","Keep your arms straight and relaxed, and let the band hang in front of your thighs.","Engage your traps by shrugging your shoulders upward, lifting the band as high as possible.","Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
upper arms,band,https://v2.exercisedb.io/image/gQFCfkr8GVtTPk,0998,band side triceps extension,triceps,shoulders,,"Stand with your feet shoulder-width apart and hold the band with both hands, palms facing down.","Extend your arms straight out to the sides, keeping them parallel to the ground.","Slowly bend your elbows and bring your hands towards your shoulders, keeping your upper arms still.","Pause for a moment, then slowly extend your arms back out to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
lower legs,band,https://v2.exercisedb.io/image/tgDhZRp45npWII,0999,band single leg calf raise,calves,ankles,feet,Stand with your feet hip-width apart and place the band around the ball of your left foot.,Hold onto a stable object for balance if needed.,"Slowly raise your left heel off the ground, lifting your body weight onto the ball of your foot.","Pause for a moment at the top, then slowly lower your left heel back down to the starting position.","Repeat for the desired number of repetitions, then switch to the right leg.",,,,,,,,,,
lower legs,band,https://v2.exercisedb.io/image/r1buBLtWssfNHS,1000,band single leg reverse calf raise,calves,hamstrings,glutes,Stand with your feet hip-width apart and place the band around the ball of your foot.,Hold onto a stable object for balance.,"Slowly raise your heel off the ground, lifting your body weight onto the ball of your foot.","Pause for a moment at the top, then slowly lower your heel back down to the starting position.","Repeat for the desired number of repetitions, then switch to the other leg.",,,,,,,,,,
upper legs,band,https://v2.exercisedb.io/image/Jze8NwBbLSDIZZ,1001,band single leg split squat,quads,glutes,hamstrings,Stand with your feet hip-width apart and place a resistance band around your ankles.,Take a big step forward with your right foot and a smaller step back with your left foot.,"Bend your knees and lower your body until your right thigh is parallel to the ground, keeping your left knee slightly above the ground.",Push through your right heel to return to the starting position.,Repeat on the other side.,,,,,,,,,,
